budget,genres,release_date,revenue,runtime,status,title,vote_average,vote_count,profitability,prof
25000000,"[{""id"": 18, ""name"": ""Drama""}]",2014,38307627,124,Released,Million Dollar Arm,6.6,259,153.23%,153.230508
80000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2002,122563539,83,Released,Spirit: Stallion of the Cimarron,7.4,831,153.20%,153.2044238
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2009,122444772,89,Released,Surrogates,5.9,1195,153.06%,153.055965
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1989,45892212,125,Released,Black Rain,6.2,243,152.97%,152.97404
14000000,"[{""id"": 35, ""name"": ""Comedy""}]",2010,21409028,103,Released,Our Family Wedding,5.7,39,152.92%,152.9216286
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2002,114660784,138,Released,We Were Soldiers,6.7,521,152.88%,152.8810453
32000000,"[{""id"": 18, ""name"": ""Drama""}]",2000,48814909,129,Released,Men of Honor,7,544,152.55%,152.5465906
24000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2000,36609995,115,Released,Return to Me,6.1,67,152.54%,152.5416458
64000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",2015,97571250,92,Released,The Little Prince,7.6,756,152.46%,152.4550781
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2011,60965854,108,Released,Colombiana,6.5,824,152.41%,152.414635
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2011,30426096,106,Released,What's Your Number?,6.2,671,152.13%,152.13048
42000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2002,63781810,115,Released,High Crimes,6.1,184,151.86%,151.8614524
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2000,45554533,77,Released,The Tigger Movie,6.3,143,151.85%,151.8484433
15000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 99, ""name"": ""Documentary""}]",2007,22730842,85,Released,U2 3D,6.7,10,151.54%,151.5389467
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2006,60474340,123,Released,Marie Antoinette,6.5,642,151.19%,151.18585
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2009,60462347,99,Released,Ninja Assassin,6.2,371,151.16%,151.1558675
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1995,264218220,135,Released,Waterworld,5.9,992,150.98%,150.98184
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",2013,90565421,130,Released,The Mortal Instruments: City of Bones,6.2,1602,150.94%,150.9423683
66000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004,99318987,122,Released,Hellboy,6.5,2225,150.48%,150.4833136
100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2009,150166126,106,Released,The Taking of Pelham 1 2 3,6.2,954,150.17%,150.166126
50000000,"[{""id"": 12, ""name"": ""Adventure""}]",1996,75000000,109,Released,The Ghost and the Darkness,6.4,236,150.00%,150
6000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2000,9000000,82,Released,3 Strikes,5.9,15,150.00%,150
4000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1969,6000000,143,Released,Topaz,6.1,77,150.00%,150
70000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2009,104945765,91,Released,Planet 51,5.6,556,149.92%,149.9225214
52000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2005,77944725,113,Released,Hostage,6.2,512,149.89%,149.8937019
26000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2002,38793283,94,Released,Clockstoppers,4.9,89,149.20%,149.2049346
18000000,"[{""id"": 10752, ""name"": ""War""}]",1989,26828365,122,Released,Glory,7.4,383,149.05%,149.0464722
80000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1999,118880016,131,Released,Message in a Bottle,5.8,196,148.60%,148.60002
49000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2001,72700000,87,Released,The One,5.7,437,148.37%,148.3673469
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2010,36993168,99,Released,Don't Be Afraid of the Dark,5.4,341,147.97%,147.972672
12716953,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",1997,18814720,113,Released,Mr. Nice Guy,6.3,128,147.95%,147.9499059
50000000,"[{""id"": 18, ""name"": ""Drama""}]",1999,73956241,146,Released,The Hurricane,7.2,396,147.91%,147.912482
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2015,51680201,87,Released,Hot Pursuit,5.4,647,147.66%,147.6577171
18000000,"[{""id"": 36, ""name"": ""History""}]",2007,26527510,120,Released,Mongol: The Rise of Genghis Khan,6.5,158,147.38%,147.3750556
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",2013,17654912,115,Released,Nebraska,7.4,636,147.12%,147.1242667
58000000,"[{""id"": 35, ""name"": ""Comedy""}]",2009,85280250,103,Released,Did You Hear About the Morgans?,5.1,276,147.03%,147.0349138
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,58785180,102,Released,Morning Glory,6.1,412,146.96%,146.96295
84000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",2000,123307945,106,Released,Nutty Professor II: The Klumps,4.7,332,146.80%,146.7951726
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2011,24922237,106,Released,Fright Night,6,603,146.60%,146.6013941
850000,"[{""id"": 35, ""name"": ""Comedy""}]",2012,1243961,85,Released,"For a Good Time, Call...",5.8,110,146.35%,146.3483529
60000000,"[{""id"": 28, ""name"": ""Action""}]",2009,87784194,127,Released,State of Play,6.7,484,146.31%,146.30699
7000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2001,10229331,93,Released,The Wash,5.3,26,146.13%,146.1333
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003,116643346,117,Released,S.W.A.T.,5.8,770,145.80%,145.8041825
36000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",2014,52424533,107,Released,Dolphin Tale 2,6.7,96,145.62%,145.6237028
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2005,36351350,105,Released,Beauty Shop,5.4,115,145.41%,145.4054
23000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2011,33372606,93,Released,Haywire,5.6,505,145.10%,145.098287
52000000,"[{""id"": 35, ""name"": ""Comedy""}]",2011,75450437,112,Released,The Change-Up,5.9,736,145.10%,145.0969942
209000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2012,303025485,131,Released,Battleship,5.5,2114,144.99%,144.9882703
270000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2006,391081192,154,Released,Superman Returns,5.4,1400,144.84%,144.8448859
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1996,101371017,106,Released,Mars Attacks!,6.1,1509,144.82%,144.8157386
28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2011,40547440,83,Released,30 Minutes or Less,5.6,531,144.81%,144.8122857
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 53, ""name"": ""Thriller""}]",1978,7230000,118,Released,Force 10 from Navarone,6.4,91,144.60%,144.6
102000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2001,147080413,99,Released,Swordfish,6.1,932,144.20%,144.1964833
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2015,108145109,116,Released,The Man from U.N.C.L.E.,7.1,2265,144.19%,144.1934787
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2001,17292381,86,Released,Max Keeble's Big Move,5.4,33,144.10%,144.103175
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",1999,108000000,114,Released,Three Kings,6.6,692,144.00%,144
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2013,63327201,125,Released,The Host,6,1817,143.93%,143.9254568
35000000,"[{""id"": 18, ""name"": ""Drama""}]",2015,50363790,123,Released,Concussion,7,823,143.90%,143.8965429
65000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2009,93525586,136,Released,The Lovely Bones,6.6,1065,143.89%,143.8855169
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2010,215283742,109,Released,The Sorcerer's Apprentice,5.8,1470,143.52%,143.5224947
115000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2016,164602163,114,Released,The Huntsman: Winter's War,6,1523,143.13%,143.1323157
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2015,71561644,114,Released,Run All Night,6.3,1148,143.12%,143.123288
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2008,25739015,114,Released,RockNRolla,6.9,836,142.99%,142.9945278
30000000,"[{""id"": 35, ""name"": ""Comedy""}]",2005,42886719,107,Released,A Lot Like Love,6.5,318,142.96%,142.95573
51000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006,72779000,90,Released,Barnyard,5.3,225,142.70%,142.7039216
13500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2013,19255873,124,Released,The Best Offer,7.7,704,142.64%,142.6360963
68000000,"[{""id"": 10752, ""name"": ""War""}]",2001,96976270,131,Released,Enemy at the Gates,7.2,999,142.61%,142.6121618
130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009,185258983,163,Released,Watchmen,7,2811,142.51%,142.50691
73000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1998,103891409,98,Released,Snake Eyes,5.8,327,142.32%,142.3169986
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1992,48169908,202,Released,Malcolm X,7.2,370,141.68%,141.6762
120000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",2002,169956806,78,Released,Stuart Little 2,5.4,613,141.63%,141.6306717
26000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1994,36800000,99,Released,Highlander: The Final Dimension,4.5,110,141.54%,141.5384615
7300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",2009,10329747,103,Released,Harry Brown,6.7,348,141.50%,141.5033836
14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",1995,19800000,100,Released,Vampire in Brooklyn,4.5,111,141.43%,141.4285714
150000000,"[{""id"": 12, ""name"": ""Adventure""}]",2003,212011111,138,Released,Master and Commander: The Far Side of the World,6.9,790,141.34%,141.3407407
14000000,"[{""id"": 18, ""name"": ""Drama""}]",2007,19777647,112,Released,The Diving Bell and the Butterfly,7.4,283,141.27%,141.2689071
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1987,38122105,101,Released,The Running Man,6.4,703,141.19%,141.1929815
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2015,24000000,107,Released,Love the Coopers,5.4,167,141.18%,141.1764706
28000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1993,39514713,96,Released,Hocus Pocus,6.4,471,141.12%,141.123975
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2014,25312387,94,Released,And So It Goes,5.7,164,140.62%,140.6243722
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2015,2801508,97,Released,Captive,5.6,92,140.08%,140.0754
15000000,"[{""id"": 18, ""name"": ""Drama""}]",2006,21000000,95,Released,Flicka,6.1,52,140.00%,140
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2015,167977596,100,Released,Fantastic Four,4.4,2278,139.98%,139.98133
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",2011,34942188,81,Released,The Sitter,5.4,325,139.77%,139.768752
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006,69834815,86,Released,Curious George,6.2,106,139.67%,139.66963
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1997,50159144,95,Released,Breakdown,6.6,198,139.33%,139.3309556
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2000,55707411,122,Released,Pay It Forward,7,432,139.27%,139.2685275
852510,"[{""id"": 18, ""name"": ""Drama""}]",2007,1185783,113,Released,"4 Months, 3 Weeks and 2 Days",7.3,156,139.09%,139.0931485
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",2005,69425966,92,Released,The Adventures of Sharkboy and Lavagirl,4.4,269,138.85%,138.851932
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2016,69411370,144,Released,13 Hours: The Secret Soldiers of Benghazi,7,938,138.82%,138.82274
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2000,27728118,124,Released,Love & Basketball,7.4,88,138.64%,138.64059
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2013,18000000,107,Released,Admission,5.4,304,138.46%,138.4615385
18000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1970,24911670,121,Released,Catch-22,6.7,72,138.40%,138.3981667
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1997,13835130,110,Released,The Spanish Prisoner,7.1,73,138.35%,138.3513
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2006,41480851,125,Released,Gridiron Gang,6.5,206,138.27%,138.2695033
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2008,27640028,110,Released,Lakeview Terrace,5.9,292,138.20%,138.20014
26000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2014,35926213,117,Released,The Best of Me,7.2,765,138.18%,138.1777423
40000000,"[{""id"": 18, ""name"": ""Drama""}]",2011,55247881,129,Released,Extremely Loud & Incredibly Close,6.9,708,138.12%,138.1197025
65000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1996,89456761,120,Released,The Long Kiss Goodnight,6.5,314,137.63%,137.6257862
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2016,20566327,94,Released,Keanu,6,421,137.11%,137.1088467
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1996,4109095,117,Released,Kama Sutra - A Tale of Love,5.7,35,136.97%,136.9698333
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2013,205366737,131,Released,White House Down,6.4,1891,136.91%,136.911158
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,20529194,117,Released,Country Strong,5.9,80,136.86%,136.8612933
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",1998,54682547,110,Released,Small Soldiers,6.2,511,136.71%,136.7063675
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2014,6833445,100,Released,The Green Inferno,5,349,136.67%,136.6689
97250400,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2008,132900000,116,Released,Asterix at the Olympic Games,5,471,136.66%,136.6575356
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2002,51801187,114,Released,Enough,6.2,264,136.32%,136.3189132
28000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2006,38159905,103,Released,Just My Luck,5.8,491,136.29%,136.285375
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1996,25836616,108,Released,From Dusk Till Dawn,6.9,1603,135.98%,135.9821895
20000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2013,27187375,85,Released,Khumba,5.8,72,135.94%,135.936875
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",2009,10848783,92,Released,Extract,5.7,192,135.61%,135.6097875
55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",2007,74237563,114,Released,Elizabeth: The Golden Age,6.6,303,134.98%,134.9773873
10500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1988,14144000,98,Released,Poltergeist III,4.5,123,134.70%,134.7047619
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2005,96889998,125,Released,Jarhead,6.6,765,134.57%,134.5694417
3716946,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",1970,5000000,121,Released,The Ballad of Cable Hogue,6.9,47,134.52%,134.5190379
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2012,40346186,94,Released,Safe,6.3,799,134.49%,134.4872867
15000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2001,20117339,147,Released,Mulholland Drive,7.6,1477,134.12%,134.1155933
31000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004,41512007,98,Released,Wimbledon,6,293,133.91%,133.9097
45000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2010,60222298,128,Released,The Ghost Writer,6.7,670,133.83%,133.8273289
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2001,28008462,109,Released,The Tailor of Panama,6.2,92,133.37%,133.3736286
3000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1971,4000000,100,Released,Willy Wonka & the Chocolate Factory,7.4,798,133.33%,133.3333333
2500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2012,3325038,85,Released,Robot & Frank,6.8,450,133.00%,133.00152
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2009,10629321,118,Released,The Boondock Saints II: All Saints Day,5.9,261,132.87%,132.8665125
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999,18535191,97,Released,An Ideal Husband,6.3,46,132.39%,132.3942214
85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2010,112483764,82,Released,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119,132.33%,132.33384
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2013,46216641,118,Released,Parker,5.7,1455,132.05%,132.0475457
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2005,66002004,101,Released,Herbie Fully Loaded,5.1,542,132.00%,132.004008
43000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",2005,56681566,97,Released,Elektra,4.8,575,131.82%,131.8175953
32000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,42045846,102,Released,Going the Distance,6,262,131.39%,131.3932688
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2016,183345589,120,Released,The BFG,6,1000,130.96%,130.961135
37000000,"[{""id"": 18, ""name"": ""Drama""}]",1999,48451803,188,Released,Magnolia,7.5,825,130.95%,130.9508189
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2010,98159963,100,Released,Killers,5.7,772,130.88%,130.8799507
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1982,19629760,109,Released,The Thing,7.8,1588,130.87%,130.8650667
